,parents,has_nurs,children,housing,finance,social,class,form_complete,form_completed,form_foster,form_incomplete,health_not_recom,health_priority,health_recommended
3425,2,0,3,2,0,2,0,0,0,1,0,1,0,0
3426,2,0,3,2,0,1,2,0,0,1,0,0,0,1
3427,2,0,3,2,0,1,2,0,0,1,0,0,1,0
3428,2,0,3,2,0,1,0,0,0,1,0,1,0,0
3429,2,0,3,2,1,0,1,0,0,1,0,0,0,1
3430,2,0,3,2,1,0,2,0,0,1,0,0,1,0
3431,2,0,3,2,1,0,0,0,0,1,0,1,0,0
3432,2,0,3,2,1,2,1,0,0,1,0,0,0,1
3433,2,0,3,2,1,2,2,0,0,1,0,0,1,0
3434,2,0,3,2,1,2,0,0,0,1,0,1,0,0
3435,2,0,3,2,1,1,2,0,0,1,0,0,0,1
3436,2,0,3,2,1,1,2,0,0,1,0,0,1,0
3437,2,0,3,2,1,1,0,0,0,1,0,1,0,0
3438,2,0,3,1,0,0,1,0,0,1,0,0,0,1
3439,2,0,3,1,0,0,2,0,0,1,0,0,1,0
3440,2,0,3,1,0,0,0,0,0,1,0,1,0,0
3441,2,0,3,1,0,2,1,0,0,1,0,0,0,1
3442,2,0,3,1,0,2,2,0,0,1,0,0,1,0
3443,2,0,3,1,0,2,0,0,0,1,0,1,0,0
3444,2,0,3,1,0,1,2,0,0,1,0,0,0,1
3445,2,0,3,1,0,1,2,0,0,1,0,0,1,0
3446,2,0,3,1,0,1,0,0,0,1,0,1,0,0
3447,2,0,3,1,1,0,1,0,0,1,0,0,0,1
3448,2,0,3,1,1,0,2,0,0,1,0,0,1,0
3449,2,0,3,1,1,0,0,0,0,1,0,1,0,0
3450,2,0,3,1,1,2,1,0,0,1,0,0,0,1
3451,2,0,3,1,1,2,2,0,0,1,0,0,1,0
3452,2,0,3,1,1,2,0,0,0,1,0,1,0,0
3453,2,0,3,1,1,1,2,0,0,1,0,0,0,1
3454,2,0,3,1,1,1,2,0,0,1,0,0,1,0
3455,2,0,3,1,1,1,0,0,0,1,0,1,0,0
3456,2,4,0,0,0,0,1,1,0,0,0,0,0,1
3457,2,4,0,0,0,0,1,1,0,0,0,0,1,0
3458,2,4,0,0,0,0,0,1,0,0,0,1,0,0
3459,2,4,0,0,0,2,1,1,0,0,0,0,0,1
3460,2,4,0,0,0,2,1,1,0,0,0,0,1,0
3461,2,4,0,0,0,2,0,1,0,0,0,1,0,0
3462,2,4,0,0,0,1,1,1,0,0,0,0,0,1
3463,2,4,0,0,0,1,1,1,0,0,0,0,1,0
3464,2,4,0,0,0,1,0,1,0,0,0,1,0,0
3465,2,4,0,0,1,0,1,1,0,0,0,0,0,1
3466,2,4,0,0,1,0,2,1,0,0,0,0,1,0
3467,2,4,0,0,1,0,0,1,0,0,0,1,0,0
3468,2,4,0,0,1,2,1,1,0,0,0,0,0,1
3469,2,4,0,0,1,2,2,1,0,0,0,0,1,0
3470,2,4,0,0,1,2,0,1,0,0,0,1,0,0
3471,2,4,0,0,1,1,2,1,0,0,0,0,0,1
3472,2,4,0,0,1,1,2,1,0,0,0,0,1,0
3473,2,4,0,0,1,1,0,1,0,0,0,1,0,0
3474,2,4,0,2,0,0,1,1,0,0,0,0,0,1
3475,2,4,0,2,0,0,2,1,0,0,0,0,1,0
3476,2,4,0,2,0,0,0,1,0,0,0,1,0,0
3477,2,4,0,2,0,2,1,1,0,0,0,0,0,1
3478,2,4,0,2,0,2,2,1,0,0,0,0,1,0
3479,2,4,0,2,0,2,0,1,0,0,0,1,0,0
3480,2,4,0,2,0,1,2,1,0,0,0,0,0,1
3481,2,4,0,2,0,1,2,1,0,0,0,0,1,0
3482,2,4,0,2,0,1,0,1,0,0,0,1,0,0
3483,2,4,0,2,1,0,1,1,0,0,0,0,0,1
3484,2,4,0,2,1,0,2,1,0,0,0,0,1,0
3485,2,4,0,2,1,0,0,1,0,0,0,1,0,0
3486,2,4,0,2,1,2,1,1,0,0,0,0,0,1
3487,2,4,0,2,1,2,2,1,0,0,0,0,1,0
3488,2,4,0,2,1,2,0,1,0,0,0,1,0,0
3489,2,4,0,2,1,1,2,1,0,0,0,0,0,1
3490,2,4,0,2,1,1,2,1,0,0,0,0,1,0
3491,2,4,0,2,1,1,0,1,0,0,0,1,0,0
3492,2,4,0,1,0,0,1,1,0,0,0,0,0,1
3493,2,4,0,1,0,0,2,1,0,0,0,0,1,0
3494,2,4,0,1,0,0,0,1,0,0,0,1,0,0
3495,2,4,0,1,0,2,1,1,0,0,0,0,0,1
3496,2,4,0,1,0,2,2,1,0,0,0,0,1,0
3497,2,4,0,1,0,2,0,1,0,0,0,1,0,0
3498,2,4,0,1,0,1,2,1,0,0,0,0,0,1
3499,2,4,0,1,0,1,2,1,0,0,0,0,1,0
3500,2,4,0,1,0,1,0,1,0,0,0,1,0,0
3501,2,4,0,1,1,0,1,1,0,0,0,0,0,1
3502,2,4,0,1,1,0,2,1,0,0,0,0,1,0
3503,2,4,0,1,1,0,0,1,0,0,0,1,0,0
3504,2,4,0,1,1,2,1,1,0,0,0,0,0,1
3505,2,4,0,1,1,2,2,1,0,0,0,0,1,0
3506,2,4,0,1,1,2,0,1,0,0,0,1,0,0
3507,2,4,0,1,1,1,2,1,0,0,0,0,0,1
3508,2,4,0,1,1,1,2,1,0,0,0,0,1,0
3509,2,4,0,1,1,1,0,1,0,0,0,1,0,0
3510,2,4,1,0,0,0,1,1,0,0,0,0,0,1
3511,2,4,1,0,0,0,2,1,0,0,0,0,1,0
3512,2,4,1,0,0,0,0,1,0,0,0,1,0,0
3513,2,4,1,0,0,2,1,1,0,0,0,0,0,1
3514,2,4,1,0,0,2,2,1,0,0,0,0,1,0
3515,2,4,1,0,0,2,0,1,0,0,0,1,0,0
3516,2,4,1,0,0,1,2,1,0,0,0,0,0,1
3517,2,4,1,0,0,1,2,1,0,0,0,0,1,0
3518,2,4,1,0,0,1,0,1,0,0,0,1,0,0
3519,2,4,1,0,1,0,1,1,0,0,0,0,0,1
3520,2,4,1,0,1,0,2,1,0,0,0,0,1,0
3521,2,4,1,0,1,0,0,1,0,0,0,1,0,0
3522,2,4,1,0,1,2,1,1,0,0,0,0,0,1
3523,2,4,1,0,1,2,2,1,0,0,0,0,1,0
3524,2,4,1,0,1,2,0,1,0,0,0,1,0,0
3525,2,4,1,0,1,1,2,1,0,0,0,0,0,1
3526,2,4,1,0,1,1,2,1,0,0,0,0,1,0
3527,2,4,1,0,1,1,0,1,0,0,0,1,0,0
3528,2,4,1,2,0,0,1,1,0,0,0,0,0,1
3529,2,4,1,2,0,0,2,1,0,0,0,0,1,0
3530,2,4,1,2,0,0,0,1,0,0,0,1,0,0
3531,2,4,1,2,0,2,1,1,0,0,0,0,0,1
3532,2,4,1,2,0,2,2,1,0,0,0,0,1,0
3533,2,4,1,2,0,2,0,1,0,0,0,1,0,0
3534,2,4,1,2,0,1,2,1,0,0,0,0,0,1
3535,2,4,1,2,0,1,2,1,0,0,0,0,1,0
3536,2,4,1,2,0,1,0,1,0,0,0,1,0,0
3537,2,4,1,2,1,0,1,1,0,0,0,0,0,1
3538,2,4,1,2,1,0,2,1,0,0,0,0,1,0
3539,2,4,1,2,1,0,0,1,0,0,0,1,0,0
3540,2,4,1,2,1,2,1,1,0,0,0,0,0,1
3541,2,4,1,2,1,2,2,1,0,0,0,0,1,0
3542,2,4,1,2,1,2,0,1,0,0,0,1,0,0
3543,2,4,1,2,1,1,2,1,0,0,0,0,0,1
3544,2,4,1,2,1,1,2,1,0,0,0,0,1,0
3545,2,4,1,2,1,1,0,1,0,0,0,1,0,0
3546,2,4,1,1,0,0,2,1,0,0,0,0,0,1
3547,2,4,1,1,0,0,2,1,0,0,0,0,1,0
3548,2,4,1,1,0,0,0,1,0,0,0,1,0,0
3549,2,4,1,1,0,2,2,1,0,0,0,0,0,1
3550,2,4,1,1,0,2,2,1,0,0,0,0,1,0
3551,2,4,1,1,0,2,0,1,0,0,0,1,0,0
3552,2,4,1,1,0,1,2,1,0,0,0,0,0,1
3553,2,4,1,1,0,1,2,1,0,0,0,0,1,0
3554,2,4,1,1,0,1,0,1,0,0,0,1,0,0
3555,2,4,1,1,1,0,2,1,0,0,0,0,0,1
3556,2,4,1,1,1,0,2,1,0,0,0,0,1,0
3557,2,4,1,1,1,0,0,1,0,0,0,1,0,0
3558,2,4,1,1,1,2,2,1,0,0,0,0,0,1
3559,2,4,1,1,1,2,2,1,0,0,0,0,1,0
3560,2,4,1,1,1,2,0,1,0,0,0,1,0,0
3561,2,4,1,1,1,1,2,1,0,0,0,0,0,1
3562,2,4,1,1,1,1,2,1,0,0,0,0,1,0
3563,2,4,1,1,1,1,0,1,0,0,0,1,0,0
3564,2,4,2,0,0,0,1,1,0,0,0,0,0,1
3565,2,4,2,0,0,0,2,1,0,0,0,0,1,0
3566,2,4,2,0,0,0,0,1,0,0,0,1,0,0
3567,2,4,2,0,0,2,1,1,0,0,0,0,0,1
3568,2,4,2,0,0,2,2,1,0,0,0,0,1,0
3569,2,4,2,0,0,2,0,1,0,0,0,1,0,0
3570,2,4,2,0,0,1,2,1,0,0,0,0,0,1
3571,2,4,2,0,0,1,2,1,0,0,0,0,1,0
3572,2,4,2,0,0,1,0,1,0,0,0,1,0,0
3573,2,4,2,0,1,0,2,1,0,0,0,0,0,1
3574,2,4,2,0,1,0,2,1,0,0,0,0,1,0
3575,2,4,2,0,1,0,0,1,0,0,0,1,0,0
3576,2,4,2,0,1,2,2,1,0,0,0,0,0,1
3577,2,4,2,0,1,2,2,1,0,0,0,0,1,0
3578,2,4,2,0,1,2,0,1,0,0,0,1,0,0
3579,2,4,2,0,1,1,2,1,0,0,0,0,0,1
3580,2,4,2,0,1,1,2,1,0,0,0,0,1,0
3581,2,4,2,0,1,1,0,1,0,0,0,1,0,0
3582,2,4,2,2,0,0,2,1,0,0,0,0,0,1
3583,2,4,2,2,0,0,2,1,0,0,0,0,1,0
3584,2,4,2,2,0,0,0,1,0,0,0,1,0,0
3585,2,4,2,2,0,2,2,1,0,0,0,0,0,1
3586,2,4,2,2,0,2,2,1,0,0,0,0,1,0
3587,2,4,2,2,0,2,0,1,0,0,0,1,0,0
3588,2,4,2,2,0,1,2,1,0,0,0,0,0,1
3589,2,4,2,2,0,1,2,1,0,0,0,0,1,0
3590,2,4,2,2,0,1,0,1,0,0,0,1,0,0
3591,2,4,2,2,1,0,2,1,0,0,0,0,0,1
3592,2,4,2,2,1,0,2,1,0,0,0,0,1,0
3593,2,4,2,2,1,0,0,1,0,0,0,1,0,0
3594,2,4,2,2,1,2,2,1,0,0,0,0,0,1
3595,2,4,2,2,1,2,2,1,0,0,0,0,1,0
3596,2,4,2,2,1,2,0,1,0,0,0,1,0,0
3597,2,4,2,2,1,1,2,1,0,0,0,0,0,1
3598,2,4,2,2,1,1,2,1,0,0,0,0,1,0
3599,2,4,2,2,1,1,0,1,0,0,0,1,0,0
3600,2,4,2,1,0,0,2,1,0,0,0,0,0,1
3601,2,4,2,1,0,0,2,1,0,0,0,0,1,0
3602,2,4,2,1,0,0,0,1,0,0,0,1,0,0
3603,2,4,2,1,0,2,2,1,0,0,0,0,0,1
3604,2,4,2,1,0,2,2,1,0,0,0,0,1,0
3605,2,4,2,1,0,2,0,1,0,0,0,1,0,0
3606,2,4,2,1,0,1,2,1,0,0,0,0,0,1
3607,2,4,2,1,0,1,2,1,0,0,0,0,1,0
3608,2,4,2,1,0,1,0,1,0,0,0,1,0,0
3609,2,4,2,1,1,0,2,1,0,0,0,0,0,1
3610,2,4,2,1,1,0,2,1,0,0,0,0,1,0
3611,2,4,2,1,1,0,0,1,0,0,0,1,0,0
3612,2,4,2,1,1,2,2,1,0,0,0,0,0,1
3613,2,4,2,1,1,2,2,1,0,0,0,0,1,0
3614,2,4,2,1,1,2,0,1,0,0,0,1,0,0
3615,2,4,2,1,1,1,2,1,0,0,0,0,0,1
3616,2,4,2,1,1,1,2,1,0,0,0,0,1,0
3617,2,4,2,1,1,1,0,1,0,0,0,1,0,0
3618,2,4,3,0,0,0,1,1,0,0,0,0,0,1
3619,2,4,3,0,0,0,2,1,0,0,0,0,1,0
3620,2,4,3,0,0,0,0,1,0,0,0,1,0,0
3621,2,4,3,0,0,2,1,1,0,0,0,0,0,1
3622,2,4,3,0,0,2,2,1,0,0,0,0,1,0
3623,2,4,3,0,0,2,0,1,0,0,0,1,0,0
3624,2,4,3,0,0,1,2,1,0,0,0,0,0,1
3625,2,4,3,0,0,1,2,1,0,0,0,0,1,0
3626,2,4,3,0,0,1,0,1,0,0,0,1,0,0
3627,2,4,3,0,1,0,2,1,0,0,0,0,0,1
3628,2,4,3,0,1,0,2,1,0,0,0,0,1,0
3629,2,4,3,0,1,0,0,1,0,0,0,1,0,0
3630,2,4,3,0,1,2,2,1,0,0,0,0,0,1
3631,2,4,3,0,1,2,2,1,0,0,0,0,1,0
3632,2,4,3,0,1,2,0,1,0,0,0,1,0,0
3633,2,4,3,0,1,1,2,1,0,0,0,0,0,1
3634,2,4,3,0,1,1,2,1,0,0,0,0,1,0
3635,2,4,3,0,1,1,0,1,0,0,0,1,0,0
3636,2,4,3,2,0,0,2,1,0,0,0,0,0,1
3637,2,4,3,2,0,0,2,1,0,0,0,0,1,0
3638,2,4,3,2,0,0,0,1,0,0,0,1,0,0
3639,2,4,3,2,0,2,2,1,0,0,0,0,0,1
3640,2,4,3,2,0,2,2,1,0,0,0,0,1,0
3641,2,4,3,2,0,2,0,1,0,0,0,1,0,0
3642,2,4,3,2,0,1,2,1,0,0,0,0,0,1
3643,2,4,3,2,0,1,2,1,0,0,0,0,1,0
3644,2,4,3,2,0,1,0,1,0,0,0,1,0,0
3645,2,4,3,2,1,0,2,1,0,0,0,0,0,1
3646,2,4,3,2,1,0,2,1,0,0,0,0,1,0
3647,2,4,3,2,1,0,0,1,0,0,0,1,0,0
3648,2,4,3,2,1,2,2,1,0,0,0,0,0,1
3649,2,4,3,2,1,2,2,1,0,0,0,0,1,0
3650,2,4,3,2,1,2,0,1,0,0,0,1,0,0
3651,2,4,3,2,1,1,2,1,0,0,0,0,0,1
3652,2,4,3,2,1,1,2,1,0,0,0,0,1,0
3653,2,4,3,2,1,1,0,1,0,0,0,1,0,0
3654,2,4,3,1,0,0,2,1,0,0,0,0,0,1
3655,2,4,3,1,0,0,2,1,0,0,0,0,1,0
3656,2,4,3,1,0,0,0,1,0,0,0,1,0,0
3657,2,4,3,1,0,2,2,1,0,0,0,0,0,1
3658,2,4,3,1,0,2,2,1,0,0,0,0,1,0
3659,2,4,3,1,0,2,0,1,0,0,0,1,0,0
3660,2,4,3,1,0,1,2,1,0,0,0,0,0,1
3661,2,4,3,1,0,1,2,1,0,0,0,0,1,0
3662,2,4,3,1,0,1,0,1,0,0,0,1,0,0
3663,2,4,3,1,1,0,2,1,0,0,0,0,0,1
3664,2,4,3,1,1,0,2,1,0,0,0,0,1,0
3665,2,4,3,1,1,0,0,1,0,0,0,1,0,0
3666,2,4,3,1,1,2,2,1,0,0,0,0,0,1
3667,2,4,3,1,1,2,2,1,0,0,0,0,1,0
3668,2,4,3,1,1,2,0,1,0,0,0,1,0,0
3669,2,4,3,1,1,1,2,1,0,0,0,0,0,1
3670,2,4,3,1,1,1,2,1,0,0,0,0,1,0
3671,2,4,3,1,1,1,0,1,0,0,0,1,0,0
3672,2,4,0,0,0,0,1,0,1,0,0,0,0,1
3673,2,4,0,0,0,0,2,0,1,0,0,0,1,0
3674,2,4,0,0,0,0,0,0,1,0,0,1,0,0
3675,2,4,0,0,0,2,1,0,1,0,0,0,0,1
3676,2,4,0,0,0,2,2,0,1,0,0,0,1,0
3677,2,4,0,0,0,2,0,0,1,0,0,1,0,0
3678,2,4,0,0,0,1,2,0,1,0,0,0,0,1
3679,2,4,0,0,0,1,2,0,1,0,0,0,1,0
3680,2,4,0,0,0,1,0,0,1,0,0,1,0,0
3681,2,4,0,0,1,0,1,0,1,0,0,0,0,1
3682,2,4,0,0,1,0,2,0,1,0,0,0,1,0
3683,2,4,0,0,1,0,0,0,1,0,0,1,0,0
3684,2,4,0,0,1,2,1,0,1,0,0,0,0,1
3685,2,4,0,0,1,2,2,0,1,0,0,0,1,0
3686,2,4,0,0,1,2,0,0,1,0,0,1,0,0
3687,2,4,0,0,1,1,2,0,1,0,0,0,0,1
3688,2,4,0,0,1,1,2,0,1,0,0,0,1,0
3689,2,4,0,0,1,1,0,0,1,0,0,1,0,0
3690,2,4,0,2,0,0,1,0,1,0,0,0,0,1
3691,2,4,0,2,0,0,2,0,1,0,0,0,1,0
3692,2,4,0,2,0,0,0,0,1,0,0,1,0,0
3693,2,4,0,2,0,2,1,0,1,0,0,0,0,1
3694,2,4,0,2,0,2,2,0,1,0,0,0,1,0
3695,2,4,0,2,0,2,0,0,1,0,0,1,0,0
3696,2,4,0,2,0,1,2,0,1,0,0,0,0,1
3697,2,4,0,2,0,1,2,0,1,0,0,0,1,0
3698,2,4,0,2,0,1,0,0,1,0,0,1,0,0
3699,2,4,0,2,1,0,1,0,1,0,0,0,0,1
3700,2,4,0,2,1,0,2,0,1,0,0,0,1,0
3701,2,4,0,2,1,0,0,0,1,0,0,1,0,0
3702,2,4,0,2,1,2,1,0,1,0,0,0,0,1
3703,2,4,0,2,1,2,2,0,1,0,0,0,1,0
3704,2,4,0,2,1,2,0,0,1,0,0,1,0,0
3705,2,4,0,2,1,1,2,0,1,0,0,0,0,1
3706,2,4,0,2,1,1,2,0,1,0,0,0,1,0
3707,2,4,0,2,1,1,0,0,1,0,0,1,0,0
3708,2,4,0,1,0,0,2,0,1,0,0,0,0,1
3709,2,4,0,1,0,0,2,0,1,0,0,0,1,0
3710,2,4,0,1,0,0,0,0,1,0,0,1,0,0
3711,2,4,0,1,0,2,2,0,1,0,0,0,0,1
3712,2,4,0,1,0,2,2,0,1,0,0,0,1,0
3713,2,4,0,1,0,2,0,0,1,0,0,1,0,0
3714,2,4,0,1,0,1,2,0,1,0,0,0,0,1
3715,2,4,0,1,0,1,2,0,1,0,0,0,1,0
3716,2,4,0,1,0,1,0,0,1,0,0,1,0,0
3717,2,4,0,1,1,0,2,0,1,0,0,0,0,1
3718,2,4,0,1,1,0,2,0,1,0,0,0,1,0
3719,2,4,0,1,1,0,0,0,1,0,0,1,0,0
3720,2,4,0,1,1,2,2,0,1,0,0,0,0,1
3721,2,4,0,1,1,2,2,0,1,0,0,0,1,0
3722,2,4,0,1,1,2,0,0,1,0,0,1,0,0
3723,2,4,0,1,1,1,2,0,1,0,0,0,0,1
3724,2,4,0,1,1,1,2,0,1,0,0,0,1,0
3725,2,4,0,1,1,1,0,0,1,0,0,1,0,0
3726,2,4,1,0,0,0,1,0,1,0,0,0,0,1
3727,2,4,1,0,0,0,2,0,1,0,0,0,1,0
3728,2,4,1,0,0,0,0,0,1,0,0,1,0,0
3729,2,4,1,0,0,2,1,0,1,0,0,0,0,1
3730,2,4,1,0,0,2,2,0,1,0,0,0,1,0
3731,2,4,1,0,0,2,0,0,1,0,0,1,0,0
3732,2,4,1,0,0,1,2,0,1,0,0,0,0,1
3733,2,4,1,0,0,1,2,0,1,0,0,0,1,0
3734,2,4,1,0,0,1,0,0,1,0,0,1,0,0
3735,2,4,1,0,1,0,1,0,1,0,0,0,0,1
3736,2,4,1,0,1,0,2,0,1,0,0,0,1,0
3737,2,4,1,0,1,0,0,0,1,0,0,1,0,0
3738,2,4,1,0,1,2,1,0,1,0,0,0,0,1
3739,2,4,1,0,1,2,2,0,1,0,0,0,1,0
3740,2,4,1,0,1,2,0,0,1,0,0,1,0,0
3741,2,4,1,0,1,1,2,0,1,0,0,0,0,1
3742,2,4,1,0,1,1,2,0,1,0,0,0,1,0
3743,2,4,1,0,1,1,0,0,1,0,0,1,0,0
3744,2,4,1,2,0,0,1,0,1,0,0,0,0,1
3745,2,4,1,2,0,0,2,0,1,0,0,0,1,0
3746,2,4,1,2,0,0,0,0,1,0,0,1,0,0
3747,2,4,1,2,0,2,1,0,1,0,0,0,0,1
3748,2,4,1,2,0,2,2,0,1,0,0,0,1,0
3749,2,4,1,2,0,2,0,0,1,0,0,1,0,0
3750,2,4,1,2,0,1,2,0,1,0,0,0,0,1
3751,2,4,1,2,0,1,2,0,1,0,0,0,1,0
3752,2,4,1,2,0,1,0,0,1,0,0,1,0,0
3753,2,4,1,2,1,0,1,0,1,0,0,0,0,1
3754,2,4,1,2,1,0,2,0,1,0,0,0,1,0
3755,2,4,1,2,1,0,0,0,1,0,0,1,0,0
3756,2,4,1,2,1,2,1,0,1,0,0,0,0,1
3757,2,4,1,2,1,2,2,0,1,0,0,0,1,0
3758,2,4,1,2,1,2,0,0,1,0,0,1,0,0
3759,2,4,1,2,1,1,2,0,1,0,0,0,0,1
3760,2,4,1,2,1,1,2,0,1,0,0,0,1,0
3761,2,4,1,2,1,1,0,0,1,0,0,1,0,0
3762,2,4,1,1,0,0,2,0,1,0,0,0,0,1
3763,2,4,1,1,0,0,2,0,1,0,0,0,1,0
3764,2,4,1,1,0,0,0,0,1,0,0,1,0,0
3765,2,4,1,1,0,2,2,0,1,0,0,0,0,1
3766,2,4,1,1,0,2,2,0,1,0,0,0,1,0
3767,2,4,1,1,0,2,0,0,1,0,0,1,0,0
3768,2,4,1,1,0,1,2,0,1,0,0,0,0,1
3769,2,4,1,1,0,1,2,0,1,0,0,0,1,0
3770,2,4,1,1,0,1,0,0,1,0,0,1,0,0
3771,2,4,1,1,1,0,2,0,1,0,0,0,0,1
3772,2,4,1,1,1,0,2,0,1,0,0,0,1,0
3773,2,4,1,1,1,0,0,0,1,0,0,1,0,0
3774,2,4,1,1,1,2,2,0,1,0,0,0,0,1
3775,2,4,1,1,1,2,2,0,1,0,0,0,1,0
3776,2,4,1,1,1,2,0,0,1,0,0,1,0,0
3777,2,4,1,1,1,1,2,0,1,0,0,0,0,1
3778,2,4,1,1,1,1,2,0,1,0,0,0,1,0
3779,2,4,1,1,1,1,0,0,1,0,0,1,0,0
3780,2,4,2,0,0,0,1,0,1,0,0,0,0,1
3781,2,4,2,0,0,0,2,0,1,0,0,0,1,0
3782,2,4,2,0,0,0,0,0,1,0,0,1,0,0
3783,2,4,2,0,0,2,1,0,1,0,0,0,0,1
3784,2,4,2,0,0,2,2,0,1,0,0,0,1,0
3785,2,4,2,0,0,2,0,0,1,0,0,1,0,0
3786,2,4,2,0,0,1,2,0,1,0,0,0,0,1
3787,2,4,2,0,0,1,2,0,1,0,0,0,1,0
3788,2,4,2,0,0,1,0,0,1,0,0,1,0,0
3789,2,4,2,0,1,0,2,0,1,0,0,0,0,1
3790,2,4,2,0,1,0,2,0,1,0,0,0,1,0
3791,2,4,2,0,1,0,0,0,1,0,0,1,0,0
3792,2,4,2,0,1,2,2,0,1,0,0,0,0,1
3793,2,4,2,0,1,2,2,0,1,0,0,0,1,0
3794,2,4,2,0,1,2,0,0,1,0,0,1,0,0
3795,2,4,2,0,1,1,2,0,1,0,0,0,0,1
3796,2,4,2,0,1,1,2,0,1,0,0,0,1,0
3797,2,4,2,0,1,1,0,0,1,0,0,1,0,0
3798,2,4,2,2,0,0,2,0,1,0,0,0,0,1
3799,2,4,2,2,0,0,2,0,1,0,0,0,1,0
3800,2,4,2,2,0,0,0,0,1,0,0,1,0,0
3801,2,4,2,2,0,2,2,0,1,0,0,0,0,1
3802,2,4,2,2,0,2,2,0,1,0,0,0,1,0
3803,2,4,2,2,0,2,0,0,1,0,0,1,0,0
3804,2,4,2,2,0,1,2,0,1,0,0,0,0,1
3805,2,4,2,2,0,1,2,0,1,0,0,0,1,0
3806,2,4,2,2,0,1,0,0,1,0,0,1,0,0
3807,2,4,2,2,1,0,2,0,1,0,0,0,0,1
3808,2,4,2,2,1,0,2,0,1,0,0,0,1,0
3809,2,4,2,2,1,0,0,0,1,0,0,1,0,0
3810,2,4,2,2,1,2,2,0,1,0,0,0,0,1
3811,2,4,2,2,1,2,2,0,1,0,0,0,1,0
3812,2,4,2,2,1,2,0,0,1,0,0,1,0,0
3813,2,4,2,2,1,1,2,0,1,0,0,0,0,1
3814,2,4,2,2,1,1,2,0,1,0,0,0,1,0
3815,2,4,2,2,1,1,0,0,1,0,0,1,0,0
3816,2,4,2,1,0,0,2,0,1,0,0,0,0,1
3817,2,4,2,1,0,0,2,0,1,0,0,0,1,0
3818,2,4,2,1,0,0,0,0,1,0,0,1,0,0
3819,2,4,2,1,0,2,2,0,1,0,0,0,0,1
3820,2,4,2,1,0,2,2,0,1,0,0,0,1,0
3821,2,4,2,1,0,2,0,0,1,0,0,1,0,0
3822,2,4,2,1,0,1,2,0,1,0,0,0,0,1
3823,2,4,2,1,0,1,2,0,1,0,0,0,1,0
3824,2,4,2,1,0,1,0,0,1,0,0,1,0,0
3825,2,4,2,1,1,0,2,0,1,0,0,0,0,1
3826,2,4,2,1,1,0,2,0,1,0,0,0,1,0
3827,2,4,2,1,1,0,0,0,1,0,0,1,0,0
3828,2,4,2,1,1,2,2,0,1,0,0,0,0,1
3829,2,4,2,1,1,2,2,0,1,0,0,0,1,0
3830,2,4,2,1,1,2,0,0,1,0,0,1,0,0
3831,2,4,2,1,1,1,2,0,1,0,0,0,0,1
3832,2,4,2,1,1,1,2,0,1,0,0,0,1,0
3833,2,4,2,1,1,1,0,0,1,0,0,1,0,0
3834,2,4,3,0,0,0,1,0,1,0,0,0,0,1
3835,2,4,3,0,0,0,2,0,1,0,0,0,1,0
3836,2,4,3,0,0,0,0,0,1,0,0,1,0,0
3837,2,4,3,0,0,2,1,0,1,0,0,0,0,1
3838,2,4,3,0,0,2,2,0,1,0,0,0,1,0
3839,2,4,3,0,0,2,0,0,1,0,0,1,0,0
3840,2,4,3,0,0,1,2,0,1,0,0,0,0,1
3841,2,4,3,0,0,1,2,0,1,0,0,0,1,0
3842,2,4,3,0,0,1,0,0,1,0,0,1,0,0
3843,2,4,3,0,1,0,2,0,1,0,0,0,0,1
3844,2,4,3,0,1,0,2,0,1,0,0,0,1,0
3845,2,4,3,0,1,0,0,0,1,0,0,1,0,0
3846,2,4,3,0,1,2,2,0,1,0,0,0,0,1
3847,2,4,3,0,1,2,2,0,1,0,0,0,1,0
3848,2,4,3,0,1,2,0,0,1,0,0,1,0,0
3849,2,4,3,0,1,1,2,0,1,0,0,0,0,1
3850,2,4,3,0,1,1,2,0,1,0,0,0,1,0
3851,2,4,3,0,1,1,0,0,1,0,0,1,0,0
3852,2,4,3,2,0,0,2,0,1,0,0,0,0,1
3853,2,4,3,2,0,0,2,0,1,0,0,0,1,0
3854,2,4,3,2,0,0,0,0,1,0,0,1,0,0
3855,2,4,3,2,0,2,2,0,1,0,0,0,0,1
3856,2,4,3,2,0,2,2,0,1,0,0,0,1,0
3857,2,4,3,2,0,2,0,0,1,0,0,1,0,0
3858,2,4,3,2,0,1,2,0,1,0,0,0,0,1
3859,2,4,3,2,0,1,2,0,1,0,0,0,1,0
3860,2,4,3,2,0,1,0,0,1,0,0,1,0,0
3861,2,4,3,2,1,0,2,0,1,0,0,0,0,1
3862,2,4,3,2,1,0,2,0,1,0,0,0,1,0
3863,2,4,3,2,1,0,0,0,1,0,0,1,0,0
3864,2,4,3,2,1,2,2,0,1,0,0,0,0,1
3865,2,4,3,2,1,2,2,0,1,0,0,0,1,0
3866,2,4,3,2,1,2,0,0,1,0,0,1,0,0
3867,2,4,3,2,1,1,2,0,1,0,0,0,0,1
3868,2,4,3,2,1,1,2,0,1,0,0,0,1,0
3869,2,4,3,2,1,1,0,0,1,0,0,1,0,0
3870,2,4,3,1,0,0,2,0,1,0,0,0,0,1
3871,2,4,3,1,0,0,2,0,1,0,0,0,1,0
3872,2,4,3,1,0,0,0,0,1,0,0,1,0,0
3873,2,4,3,1,0,2,2,0,1,0,0,0,0,1
